"sector_de_actividad_económica","anio","vab_pb","provincia"
"Fabricación de productos textiles","2022","1268061.28693","Jujuy"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2022","12660368.36459","Jujuy"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2022","4481571.49942","Jujuy"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2022","21344874.41071","Jujuy"
"Fabricación de papel y de  productos de papel","2022","223495107.13151","Jujuy"
"Edición e impresión; reproducción de grabaciones","2022","16734016.99845","Jujuy"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2022","1241389.97941","Jujuy"
"Fabricación de sustancias y productos químicos","2022","8241634.31164","Jujuy"
"Fabricación de productos de caucho y plástico","2022","557100.88692","Jujuy"
"Fabricación de productos minerales no metálicos","2022","215272940.91128","Jujuy"
"Fabricación de metales comunes","2022","36384230.29901","Jujuy"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2022","45815894.74318","Jujuy"
"Fabricación de maquinaria y equipo n.c.p.","2022","8140479.45506","Jujuy"
"Fabricación de maquinaria de oficina, contabilidad e informática","2022","0.00000","Jujuy"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2022","273132.88417","Jujuy"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2022","0.00000","Jujuy"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2022","1542277.57200","Jujuy"
"Fabricación de vehículos automotores, remolques y semirremolques","2022","1219381.29640","Jujuy"
"Fabricación de equipo de transporte n.c.p.","2022","3804.57703","Jujuy"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2022","20125342.80880","Jujuy"
"Reciclamiento","2022","153934.37898","Jujuy"
"Reparación, mantenimiento e instalación de maquinas y equipos","2022","2922081.04151","Jujuy"
"Generación captación y distribución de energía eléctrica","2022","61445261.38039","Jujuy"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2022","10659474.94641","Jujuy"
"Captación , depuración y distribución de agua","2022","23503679.91453","Jujuy"
"Construcción","2022","376751384.94553","Jujuy"
"Comercio mayorista, minorista y reparaciones","2022","820965494.16190","Jujuy"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2022","15867677.15261","Jujuy"
"Restaurantes, bares y cantinas","2022","110136480.21948","Jujuy"
"Transporte","2022","217837418.12400","Jujuy"
"Comunicaciones","2022","755724809.00968","Jujuy"
"Intermediación financiera y otros servicios financieros","2022","76785399.27700","Jujuy"
"Servicios de seguros","2022","31637794.12839","Jujuy"
"Servicios auxiliares a la actividad financiera","2022","10297830.37584","Jujuy"
"Propiedad de la vivienda","2022","318614746.83950","Jujuy"
"Resto","2022","524594018.15733","Jujuy"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2022","663378134.62525","Jujuy"
"Enseñanza pública","2022","295410552.96296","Jujuy"
"Enseñanza privada","2022","42849420.08841","Jujuy"
"Salud pública","2022","137134146.65053","Jujuy"
"Salud privada","2022","122316760.27892","Jujuy"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2022","15466436.54200","Jujuy"
"Asociaciones","2022","52275146.32901","Jujuy"
"Servicios culturales y deportivos. Otras actividades","2022","50614904.51671","Jujuy"
"Servicio doméstico","2022","26914498.12741","Jujuy"
"Agricultura, ganaderia, caza y servicios conexos","2004","786632178.61208","La Pampa"
"Silvicultura, extracción de madera y servicios conexos","2004","0.00000","La Pampa"
"Pesca","2004","0.00000","La Pampa"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2004","350170954.88317","La Pampa"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2004","50066954.56906","La Pampa"
"Elaboración de productos alimenticios y bebidas","2004","75243264.72047","La Pampa"
"Elaboración de productos de tabaco","2004","0.00000","La Pampa"
"Fabricación de productos textiles","2004","3050244.55060","La Pampa"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2004","3094709.32219","La Pampa"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2004","15612186.86783","La Pampa"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2004","16491022.63039","La Pampa"
"Fabricación de papel y de  productos de papel","2004","0.00000","La Pampa"
"Edición e impresión; reproducción de grabaciones","2004","14716543.54556","La Pampa"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2004","0.00000","La Pampa"
"Fabricación de sustancias y productos químicos","2004","8202160.79800","La Pampa"
"Fabricación de productos de caucho y plástico","2004","6261416.84165","La Pampa"
"Fabricación de productos minerales no metálicos","2004","14005305.91293","La Pampa"
"Fabricación de metales comunes","2004","6595223.87240","La Pampa"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2004","9346317.80085","La Pampa"
"Fabricación de maquinaria y equipo n.c.p.","2004","3746190.81727","La Pampa"
"Fabricación de maquinaria de oficina, contabilidad e informática","2004","0.00000","La Pampa"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2004","26794482.20114","La Pampa"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2004","0.00000","La Pampa"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2004","2340134.33973","La Pampa"
"Fabricación de vehículos automotores, remolques y semirremolques","2004","8418771.25687","La Pampa"
"Fabricación de equipo de transporte n.c.p.","2004","0.00000","La Pampa"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2004","2859884.17176","La Pampa"
"Reciclamiento","2004","49687.00874","La Pampa"
"Reparación, mantenimiento e instalación de maquinas y equipos","2004","3655813.50797","La Pampa"
"Generación captación y distribución de energía eléctrica","2004","31702728.00995","La Pampa"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2004","13108146.99994","La Pampa"
"Captación , depuración y distribución de agua","2004","8511210.43201","La Pampa"
"Construcción","2004","157870220.41235","La Pampa"
"Comercio mayorista, minorista y reparaciones","2004","867531517.74723","La Pampa"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2004","14380828.77641","La Pampa"
"Restaurantes, bares y cantinas","2004","20589082.54622","La Pampa"
"Transporte","2004","142594293.40376","La Pampa"
"Comunicaciones","2004","58176853.69239","La Pampa"
"Intermediación financiera y otros servicios financieros","2004","64428465.83694","La Pampa"
"Servicios de seguros","2004","19759476.61499","La Pampa"
"Servicios auxiliares a la actividad financiera","2004","5048581.01520","La Pampa"
"Propiedad de la vivienda","2004","231045003.29032","La Pampa"
"Resto","2004","161172987.81325","La Pampa"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2004","218587620.73107","La Pampa"
"Enseñanza pública","2004","148240503.06780","La Pampa"
"Enseñanza privada","2004","21842918.89218","La Pampa"
"Salud pública","2004","45750765.04274","La Pampa"
"Salud privada","2004","83402423.71038","La Pampa"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2004","5984215.91133","La Pampa"
"Asociaciones","2004","27147303.61412","La Pampa"
"Servicios culturales y deportivos. Otras actividades","2004","43535263.10965","La Pampa"
"Servicio doméstico","2004","28364326.09365","La Pampa"
"Agricultura, ganaderia, caza y servicios conexos","2005","1134226302.39123","La Pampa"
"Silvicultura, extracción de madera y servicios conexos","2005","0.00000","La Pampa"
"Pesca","2005","0.00000","La Pampa"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2005","415326556.92052","La Pampa"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2005","57941502.57269","La Pampa"
"Elaboración de productos alimenticios y bebidas","2005","81644906.10081","La Pampa"
"Elaboración de productos de tabaco","2005","0.00000","La Pampa"
"Fabricación de productos textiles","2005","3598425.36041","La Pampa"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2005","3773788.64628","La Pampa"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2005","15072230.91898","La Pampa"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2005","19434438.94554","La Pampa"
"Fabricación de papel y de  productos de papel","2005","0.00000","La Pampa"
"Edición e impresión; reproducción de grabaciones","2005","14988061.99829","La Pampa"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2005","0.00000","La Pampa"
"Fabricación de sustancias y productos químicos","2005","7528013.56198","La Pampa"
"Fabricación de productos de caucho y plástico","2005","6615551.69423","La Pampa"
"Fabricación de productos minerales no metálicos","2005","18785295.33619","La Pampa"
"Fabricación de metales comunes","2005","6889269.79666","La Pampa"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2005","11732676.88592","La Pampa"
"Fabricación de maquinaria y equipo n.c.p.","2005","3956316.58714","La Pampa"
"Fabricación de maquinaria de oficina, contabilidad e informática","2005","0.00000","La Pampa"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2005","26452078.94580","La Pampa"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2005","0.00000","La Pampa"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2005","3000910.68664","La Pampa"
"Fabricación de vehículos automotores, remolques y semirremolques","2005","10176209.34693","La Pampa"
"Fabricación de equipo de transporte n.c.p.","2005","0.00000","La Pampa"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2005","2813131.74975","La Pampa"
"Reciclamiento","2005","47806.41989","La Pampa"
"Reparación, mantenimiento e instalación de maquinas y equipos","2005","3482186.54097","La Pampa"
"Generación captación y distribución de energía eléctrica","2005","35218033.87331","La Pampa"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2005","12092288.92546","La Pampa"
"Captación , depuración y distribución de agua","2005","8694281.51296","La Pampa"
"Construcción","2005","173964524.89588","La Pampa"
"Comercio mayorista, minorista y reparaciones","2005","994613579.22219","La Pampa"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2005","14926891.21148","La Pampa"
"Restaurantes, bares y cantinas","2005","24104270.45122","La Pampa"
"Transporte","2005","157211071.12342","La Pampa"
"Comunicaciones","2005","69317391.97867","La Pampa"
"Intermediación financiera y otros servicios financieros","2005","84253855.58365","La Pampa"
"Servicios de seguros","2005","26069955.77106","La Pampa"
"Servicios auxiliares a la actividad financiera","2005","5111020.98043","La Pampa"
"Propiedad de la vivienda","2005","234598097.41236","La Pampa"
"Resto","2005","193105076.77780","La Pampa"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2005","288823604.50179","La Pampa"
"Enseñanza pública","2005","159664355.56505","La Pampa"
"Enseñanza privada","2005","22709625.85126","La Pampa"
"Salud pública","2005","50619930.07349","La Pampa"
"Salud privada","2005","89067410.70880","La Pampa"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2005","5758302.62569","La Pampa"
"Asociaciones","2005","28948798.82085","La Pampa"
"Servicios culturales y deportivos. Otras actividades","2005","50468320.04918","La Pampa"
"Servicio doméstico","2005","30675977.84794","La Pampa"
"Agricultura, ganaderia, caza y servicios conexos","2006","791897682.31668","La Pampa"
"Silvicultura, extracción de madera y servicios conexos","2006","0.00000","La Pampa"
"Pesca","2006","0.00000","La Pampa"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2006","546191404.87058","La Pampa"
